Time, X, Y, Yaw, Drive_Fwd, Drive_Turn, Climb, Level_Bin
0.1720, -0.0000, -0.0000, 0.0001, 0.0000, 1.0000, 0.0000, 0.0000
0.1740, -0.0000, -0.0000, 0.0001, 0.0000, 1.0000, 0.0000, -0.0001
0.1760, -0.0000, -0.0000, 0.0002, 0.0000, 1.0000, 0.0000, -0.0003
0.1780, -0.0000, -0.0000, 0.0004, 0.0000, 1.0000, 0.0000, -0.0003
0.1800, -0.0000, -0.0000, 0.0005, 0.0000, 1.0000, 0.0000, -0.0002
0.1820, -0.0000, -0.0001, 0.0006, 0.0000, 1.0000, 0.0000, 0.0000
0.1840, -0.0000, -0.0001, 0.0008, 0.0000, 1.0000, 0.0000, 0.0004
0.1860, -0.0000, -0.0001, 0.0010, 0.0000, 1.0000, 0.0000, 0.0007
0.1880, -0.0000, -0.0001, 0.0012, 0.0000, 1.0000, 0.0000, 0.0011
0.1900, -0.0000, -0.0001, 0.0014, 0.0000, 1.0000, 0.0000, 0.0014
0.1920, -0.0000, -0.0002, 0.0017, 0.0000, 1.0000, 0.0000, 0.0017
0.1940, -0.0000, -0.0002, 0.0021, 0.0000, 1.0000, 0.0000, 0.0020
0.1960, -0.0000, -0.0002, 0.0025, 0.0000, 1.0000, 0.0000, 0.0022
0.1980, -0.0000, -0.0003, 0.0031, 0.0000, 1.0000, 0.0000, 0.0023
0.2000, -0.0000, -0.0003, 0.0037, 0.0000, 1.0000, 0.0000, 0.0023
0.2020, -0.0000, -0.0003, 0.0045, 0.0000, 1.0000, 0.0000, 0.0023
0.2040, -0.0000, -0.0004, 0.0054, 0.0000, 1.0000, 0.0000, 0.0021
0.2060, -0.0001, -0.0004, 0.0063, 0.0000, 1.0000, 0.0000, 0.0019
0.2080, -0.0001, -0.0004, 0.0074, 0.0000, 1.0000, 0.0000, 0.0017
0.2100, -0.0001, -0.0005, 0.0086, 0.0000, 1.0000, 0.0000, 0.0015
0.2120, -0.0001, -0.0005, 0.0099, 0.0000, 1.0000, 0.0000, 0.0012
0.2140, -0.0001, -0.0006, 0.0113, 0.0000, 1.0000, 0.0000, 0.0009
0.2160, -0.0001, -0.0006, 0.0128, 0.0000, 1.0000, 0.0000, 0.0006
0.2180, -0.0001, -0.0007, 0.0144, 0.0000, 1.0000, 0.0000, 0.0003
0.2200, -0.0002, -0.0008, 0.0162, 0.0000, 1.0000, 0.0000, 0.0000
0.2220, -0.0002, -0.0009, 0.0180, 0.0000, 1.0000, 0.0000, -0.0003
0.2240, -0.0002, -0.0010, 0.0200, 0.0000, 1.0000, 0.0000, -0.0007
0.2260, -0.0002, -0.0011, 0.0221, 0.0000, 1.0000, 0.0000, -0.0010
0.2280, -0.0002, -0.0011, 0.0241, 0.0000, 1.0000, 0.0000, -0.0013
0.2300, -0.0002, -0.0012, 0.0261, 0.0000, 1.0000, 0.0000, -0.0016
0.2320, -0.0003, -0.0013, 0.0281, 0.0000, 1.0000, 0.0000, -0.0019
0.2340, -0.0003, -0.0014, 0.0301, 0.0000, 1.0000, 0.0000, -0.0022
0.2360, -0.0003, -0.0015, 0.0321, 0.0000, 1.0000, 0.0000, -0.0025
0.2380, -0.0003, -0.0016, 0.0341, 0.0000, 1.0000, 0.0000, -0.0028
0.2400, -0.0003, -0.0016, 0.0361, 0.0000, 1.0000, 0.0000, -0.0031
0.2420, -0.0004, -0.0017, 0.0382, 0.0000, 1.0000, 0.0000, -0.0034
0.2440, -0.0004, -0.0018, 0.0402, 0.0000, 1.0000, 0.0000, -0.0036
0.2460, -0.0004, -0.0019, 0.0422, 0.0000, 1.0000, 0.0000, -0.0039
0.2480, -0.0004, -0.0020, 0.0442, 0.0000, 1.0000, 0.0000, -0.0042
0.2500, -0.0004, -0.0021, 0.0462, 0.0000, 1.0000, 0.0000, -0.0045
0.2520, -0.0004, -0.0022, 0.0482, 0.0000, 1.0000, 0.0000, -0.0048
0.2540, -0.0004, -0.0022, 0.0502, 0.0000, 1.0000, 0.0000, -0.0050
0.2560, -0.0005, -0.0023, 0.0523, 0.0000, 1.0000, 0.0000, -0.0053
0.2580, -0.0005, -0.0024, 0.0543, 0.0000, 1.0000, 0.0000, -0.0056
0.2600, -0.0005, -0.0025, 0.0563, 0.0000, 1.0000, 0.0000, -0.0059
0.2620, -0.0005, -0.0026, 0.0583, 0.0000, 1.0000, 0.0000, -0.0062
0.2640, -0.0005, -0.0027, 0.0603, 0.0000, 1.0000, 0.0000, -0.0065
0.2660, -0.0005, -0.0028, 0.0623, 0.0000, 1.0000, 0.0000, -0.0068
0.2680, -0.0005, -0.0029, 0.0643, 0.0000, 1.0000, 0.0000, -0.0071
0.2700, -0.0005, -0.0029, 0.0664, 0.0000, 1.0000, 0.0000, -0.0074
0.2720, -0.0005, -0.0030, 0.0684, 0.0000, 1.0000, 0.0000, -0.0077
0.2740, -0.0006, -0.0031, 0.0704, 0.0000, 1.0000, 0.0000, -0.0080
0.2760, -0.0006, -0.0032, 0.0724, 0.0000, 1.0000, 0.0000, -0.0083
0.2780, -0.0006, -0.0033, 0.0744, 0.0000, 1.0000, 0.0000, -0.0086
0.2800, -0.0006, -0.0034, 0.0764, 0.0000, 1.0000, 0.0000, -0.0089
0.2820, -0.0006, -0.0035, 0.0784, 0.0000, 1.0000, 0.0000, -0.0092
0.2840, -0.0006, -0.0035, 0.0805, 0.0000, 1.0000, 0.0000, -0.0095
0.2860, -0.0006, -0.0036, 0.0825, 0.0000, 1.0000, 0.0000, -0.0098
0.2880, -0.0006, -0.0037, 0.0845, 0.0000, 1.0000, 0.0000, -0.0101
0.2900, -0.0006, -0.0038, 0.0865, 0.0000, 1.0000, 0.0000, -0.0104
0.2920, -0.0006, -0.0039, 0.0885, 0.0000, 1.0000, 0.0000, -0.0107
0.2940, -0.0006, -0.0040, 0.0905, 0.0000, 1.0000, 0.0000, -0.0110
0.2960, -0.0006, -0.0041, 0.0925, 0.0000, 1.0000, 0.0000, -0.0113
0.2980, -0.0006, -0.0041, 0.0946, 0.0000, 1.0000, 0.0000, -0.0116
0.3000, -0.0006, -0.0042, 0.0966, 0.0000, 1.0000, 0.0000, -0.0119
0.3020, -0.0006, -0.0043, 0.0986, 0.0000, 1.0000, 0.0000, -0.0122
0.3040, -0.0006, -0.0044, 0.1006, 0.0000, 1.0000, 0.0000, -0.0126
0.3060, -0.0006, -0.0045, 0.1026, 0.0000, 1.0000, 0.0000, -0.0129
0.3080, -0.0006, -0.0046, 0.1046, 0.0000, 1.0000, 0.0000, -0.0132
0.3100, -0.0006, -0.0047, 0.1066, 0.0000, 1.0000, 0.0000, -0.0135
0.3120, -0.0006, -0.0047, 0.1087, 0.0000, 1.0000, 0.0000, -0.0138
0.3140, -0.0006, -0.0048, 0.1107, 0.0000, 1.0000, 0.0000, -0.0141
0.3160, -0.0006, -0.0049, 0.1127, 0.0000, 1.0000, 0.0000, -0.0144
0.3180, -0.0006, -0.0050, 0.1147, 0.0000, 1.0000, 0.0000, -0.0147
0.3200, -0.0006, -0.0051, 0.1167, 0.0000, 1.0000, 0.0000, -0.0150
0.3220, -0.0006, -0.0052, 0.1187, 0.0000, 1.0000, 0.0000, -0.0154
0.3240, -0.0006, -0.0053, 0.1208, 0.0000, 1.0000, 0.0000, -0.0157
0.3260, -0.0006, -0.0053, 0.1228, 0.0000, 1.0000, 0.0000, -0.0160
0.3280, -0.0006, -0.0054, 0.1248, 0.0000, 1.0000, 0.0000, -0.0163
0.3300, -0.0006, -0.0055, 0.1268, 0.0000, 1.0000, 0.0000, -0.0166
0.3320, -0.0006, -0.0056, 0.1288, 0.0000, 1.0000, 0.0000, -0.0169
0.3340, -0.0006, -0.0057, 0.1308, 0.0000, 1.0000, 0.0000, -0.0172
0.3360, -0.0006, -0.0058, 0.1328, 0.0000, 1.0000, 0.0000, -0.0175
0.3380, -0.0006, -0.0059, 0.1349, 0.0000, 1.0000, 0.0000, -0.0178
0.3400, -0.0006, -0.0059, 0.1369, 0.0000, 1.0000, 0.0000, -0.0181
0.3420, -0.0005, -0.0060, 0.1389, 0.0000, 1.0000, 0.0000, -0.0184
0.3440, -0.0005, -0.0061, 0.1409, 0.0000, 1.0000, 0.0000, -0.0187
0.3460, -0.0005, -0.0062, 0.1429, 0.0000, 1.0000, 0.0000, -0.0190
0.3480, -0.0005, -0.0063, 0.1449, 0.0000, 1.0000, 0.0000, -0.0193
0.3500, -0.0005, -0.0064, 0.1470, 0.0000, 1.0000, 0.0000, -0.0196
0.3520, -0.0005, -0.0065, 0.1490, 0.0000, 1.0000, 0.0000, -0.0199
0.3540, -0.0005, -0.0065, 0.1510, 0.0000, 1.0000, 0.0000, -0.0202
0.3560, -0.0005, -0.0066, 0.1530, 0.0000, 1.0000, 0.0000, -0.0205
0.3580, -0.0005, -0.0068, 0.1550, 0.0000, 1.0000, 0.0000, -0.0208
0.3600, -0.0005, -0.0070, 0.1568, 0.0000, 1.0000, 0.0000, -0.0210
0.3620, -0.0006, -0.0072, 0.1585, 0.0000, 1.0000, 0.0000, -0.0210
0.3640, -0.0006, -0.0074, 0.1601, 0.0000, 1.0000, 0.0000, -0.0208
0.3660, -0.0006, -0.0077, 0.1617, 0.0000, 1.0000, 0.0000, -0.0204
0.3680, -0.0006, -0.0080, 0.1632, 0.0000, 1.0000, 0.0000, -0.0197
0.3700, -0.0006, -0.0083, 0.1647, 0.0000, 1.0000, 0.0000, -0.0186
0.3720, -0.0005, -0.0086, 0.1661, 0.0000, 1.0000, 0.0000, -0.0170
0.3740, -0.0005, -0.0090, 0.1676, 0.0000, 1.0000, 0.0000, -0.0152
0.3760, -0.0005, -0.0093, 0.1691, 0.0000, 1.0000, 0.0000, -0.0130
0.3780, -0.0005, -0.0095, 0.1706, 0.0000, 1.0000, 0.0000, -0.0104
0.3800, -0.0005, -0.0098, 0.1719, 0.0000, 1.0000, 0.0000, -0.0079
0.3820, -0.0006, -0.0100, 0.1730, 0.0000, 1.0000, 0.0000, -0.0055
0.3840, -0.0006, -0.0101, 0.1740, 0.0000, 1.0000, 0.0000, -0.0035
0.3860, -0.0007, -0.0103, 0.1749, 0.0000, 1.0000, 0.0000, -0.0017
0.3880, -0.0007, -0.0104, 0.1758, 0.0000, 1.0000, 0.0000, -0.0002
0.3900, -0.0008, -0.0105, 0.1766, 0.0000, 1.0000, 0.0000, 0.0011
0.3920, -0.0009, -0.0106, 0.1775, 0.0000, 1.0000, 0.0000, 0.0023
0.3940, -0.0010, -0.0107, 0.1783, 0.0000, 1.0000, 0.0000, 0.0033
0.3960, -0.0011, -0.0107, 0.1792, 0.0000, 1.0000, 0.0000, 0.0042
0.3980, -0.0012, -0.0107, 0.1802, 0.0000, 1.0000, 0.0000, 0.0050
0.4000, -0.0013, -0.0108, 0.1812, 0.0000, 1.0000, 0.0000, 0.0058
0.4020, -0.0012, -0.0108, 0.1822, 0.4654, 1.0000, 0.0000, 0.0065
0.4040, -0.0011, -0.0107, 0.1834, 0.4654, 1.0000, 0.0000, 0.0072
0.4060, -0.0009, -0.0106, 0.1846, 0.4654, 1.0000, 0.0000, 0.0078
0.4080, -0.0006, -0.0105, 0.1860, 0.4654, 1.0000, 0.0000, 0.0085
0.4100, -0.0002, -0.0103, 0.1875, 0.4654, 1.0000, 0.0000, 0.0091
0.4120, 0.0002, -0.0101, 0.1891, 0.4654, 1.0000, 0.0000, 0.0096
0.4140, 0.0007, -0.0098, 0.1908, 0.4654, 1.0000, 0.0000, 0.0100
0.4160, 0.0011, -0.0095, 0.1926, 0.4654, 1.0000, 0.0000, 0.0103
0.4180, 0.0016, -0.0092, 0.1945, 0.4654, 1.0000, 0.0000, 0.0105
0.4200, 0.0022, -0.0089, 0.1964, 0.4654, 1.0000, 0.0000, 0.0106
0.4220, 0.0027, -0.0086, 0.1984, 0.4654, 1.0000, 0.0000, 0.0107
0.4240, 0.0033, -0.0083, 0.2004, 0.4654, 1.0000, 0.0000, 0.0106
0.4260, 0.0038, -0.0079, 0.2025, 0.4654, 1.0000, 0.0000, 0.0105
0.4280, 0.0044, -0.0076, 0.2046, 0.4654, 1.0000, 0.0000, 0.0105
0.4300, 0.0049, -0.0072, 0.2067, 0.4654, 1.0000, 0.0000, 0.0105
0.4320, 0.0055, -0.0069, 0.2088, 0.4654, 1.0000, 0.0000, 0.0107
0.4340, 0.0060, -0.0066, 0.2109, 0.4654, 1.0000, 0.0000, 0.0109
0.4360, 0.0065, -0.0062, 0.2130, 0.4654, 1.0000, 0.0000, 0.0112
0.4380, 0.0070, -0.0059, 0.2151, 0.4654, 1.0000, 0.0000, 0.0116
0.4400, 0.0075, -0.0056, 0.2172, 0.4654, 1.0000, 0.0000, 0.0120
0.4420, 0.0080, -0.0053, 0.2193, 0.4654, 1.0000, 0.0000, 0.0124
0.4440, 0.0085, -0.0049, 0.2214, 0.4654, 1.0000, 0.0000, 0.0130
0.4460, 0.0090, -0.0046, 0.2235, 0.4654, 1.0000, 0.0000, 0.0135
0.4480, 0.0095, -0.0043, 0.2256, 0.4654, 1.0000, 0.0000, 0.0141
0.4500, 0.0100, -0.0040, 0.2277, 0.4654, 1.0000, 0.0000, 0.0147
0.4520, 0.0105, -0.0036, 0.2299, 0.4654, 1.0000, 0.0000, 0.0153
0.4540, 0.0110, -0.0033, 0.2320, 0.4654, 1.0000, 0.0000, 0.0160
0.4560, 0.0115, -0.0030, 0.2341, 0.4654, 1.0000, 0.0000, 0.0166
0.4580, 0.0120, -0.0027, 0.2362, 0.4654, 1.0000, 0.0000, 0.0173
0.4600, 0.0125, -0.0023, 0.2383, 0.4654, 1.0000, 0.0000, 0.0179
0.4620, 0.0130, -0.0020, 0.2404, 0.4654, 1.0000, 0.0000, 0.0186
0.4640, 0.0135, -0.0017, 0.2425, 0.4654, 1.0000, 0.0000, 0.0193
0.4660, 0.0140, -0.0014, 0.2446, 0.4654, 1.0000, 0.0000, 0.0200
0.4680, 0.0145, -0.0010, 0.2467, 0.4654, 1.0000, 0.0000, 0.0206
0.4700, 0.0149, -0.0007, 0.2488, 0.4654, 1.0000, 0.0000, 0.0213
0.4720, 0.0154, -0.0004, 0.2509, 0.4654, 1.0000, 0.0000, 0.0219
0.4740, 0.0159, -0.0001, 0.2531, 0.4654, 1.0000, 0.0000, 0.0226
0.4760, 0.0164, 0.0003, 0.2552, 0.4654, 1.0000, 0.0000, 0.0232
0.4780, 0.0170, 0.0006, 0.2573, 0.4654, 1.0000, 0.0000, 0.0238
0.4800, 0.0175, 0.0009, 0.2594, 0.4654, 1.0000, 0.0000, 0.0244
0.4820, 0.0180, 0.0013, 0.2615, 0.4654, 1.0000, 0.0000, 0.0250
0.4840, 0.0184, 0.0017, 0.2635, 0.4654, 1.0000, 0.0000, 0.0256
0.4860, 0.0189, 0.0021, 0.2655, 0.4654, 1.0000, 0.0000, 0.0261
0.4880, 0.0193, 0.0025, 0.2674, 0.4654, 1.0000, 0.0000, 0.0264
0.4900, 0.0197, 0.0030, 0.2693, 0.4654, 1.0000, 0.0000, 0.0266
0.4920, 0.0200, 0.0034, 0.2711, 0.4654, 1.0000, 0.0000, 0.0266
0.4940, 0.0204, 0.0039, 0.2729, 0.4654, 1.0000, 0.0000, 0.0264
0.4960, 0.0207, 0.0044, 0.2746, 0.4654, 1.0000, 0.0000, 0.0261
0.4980, 0.0210, 0.0049, 0.2764, 0.4654, 1.0000, 0.0000, 0.0256
0.5000, 0.0214, 0.0054, 0.2782, 0.4654, 1.0000, 0.0000, 0.0250
0.5020, 0.0217, 0.0060, 0.2800, 0.5000, 1.0000, 0.0000, 0.0242
0.5040, 0.0221, 0.0065, 0.2819, 0.5000, 1.0000, 0.0000, 0.0232
0.5060, 0.0224, 0.0071, 0.2838, 0.5000, 1.0000, 0.0000, 0.0221
0.5080, 0.0228, 0.0077, 0.2857, 0.5000, 1.0000, 0.0000, 0.0208
0.5100, 0.0232, 0.0084, 0.2877, 0.5000, 1.0000, 0.0000, 0.0194
0.5120, 0.0236, 0.0090, 0.2898, 0.5000, 1.0000, 0.0000, 0.0178
0.5140, 0.0240, 0.0097, 0.2919, 0.5000, 1.0000, 0.0000, 0.0160
0.5160, 0.0244, 0.0104, 0.2941, 0.5000, 1.0000, 0.0000, 0.0141
0.5180, 0.0249, 0.0111, 0.2963, 0.5000, 1.0000, 0.0000, 0.0121
0.5200, 0.0253, 0.0118, 0.2986, 0.5000, 1.0000, 0.0000, 0.0099
0.5220, 0.0258, 0.0125, 0.3010, 0.5000, 1.0000, 0.0000, 0.0075
0.5240, 0.0263, 0.0133, 0.3035, 0.5000, 1.0000, 0.0000, 0.0051
0.5260, 0.0269, 0.0139, 0.3060, 0.5000, 1.0000, 0.0000, 0.0024
0.5280, 0.0277, 0.0145, 0.3083, 0.5000, 1.0000, 0.0000, -0.0003
0.5300, 0.0285, 0.0150, 0.3105, 0.5000, 1.0000, 0.0000, -0.0028
0.5320, 0.0294, 0.0155, 0.3125, 0.5000, 1.0000, 0.0000, -0.0050
0.5340, 0.0303, 0.0159, 0.3144, 0.5000, 1.0000, 0.0000, -0.0066
0.5360, 0.0313, 0.0162, 0.3163, 0.5000, 1.0000, 0.0000, -0.0078
0.5380, 0.0324, 0.0165, 0.3182, 0.5000, 1.0000, 0.0000, -0.0085
0.5400, 0.0335, 0.0167, 0.3201, 0.5000, 1.0000, 0.0000, -0.0089
0.5420, 0.0346, 0.0170, 0.3222, 0.5000, 1.0000, 0.0000, -0.0088
0.5440, 0.0357, 0.0172, 0.3243, 0.5000, 1.0000, 0.0000, -0.0084
0.5460, 0.0369, 0.0175, 0.3262, 0.5000, 1.0000, 0.0000, -0.0077
0.5480, 0.0380, 0.0177, 0.3280, 0.5000, 1.0000, 0.0000, -0.0070
0.5500, 0.0392, 0.0180, 0.3298, 0.5000, 1.0000, 0.0000, -0.0063
0.5520, 0.0404, 0.0183, 0.3315, 0.5000, 1.0000, 0.0000, -0.0055
0.5540, 0.0416, 0.0186, 0.3331, 0.5000, 1.0000, 0.0000, -0.0047
0.5560, 0.0428, 0.0189, 0.3347, 0.5000, 1.0000, 0.0000, -0.0039
0.5580, 0.0440, 0.0192, 0.3362, 0.5000, 1.0000, 0.0000, -0.0031
0.5600, 0.0451, 0.0195, 0.3378, 0.5000, 1.0000, 0.0000, -0.0022
0.5620, 0.0462, 0.0198, 0.3393, 0.5000, 1.0000, 0.0000, -0.0013
0.5640, 0.0472, 0.0201, 0.3409, 0.5000, 1.0000, 0.0000, -0.0005
0.5660, 0.0482, 0.0204, 0.3425, 0.5000, 1.0000, 0.0000, 0.0003
0.5680, 0.0493, 0.0207, 0.3441, 0.5000, 1.0000, 0.0000, 0.0010
0.5700, 0.0503, 0.0209, 0.3457, 0.5000, 1.0000, 0.0000, 0.0016
0.5720, 0.0514, 0.0212, 0.3474, 0.5000, 1.0000, 0.0000, 0.0022
0.5740, 0.0524, 0.0215, 0.3490, 0.5000, 1.0000, 0.0000, 0.0028
0.5760, 0.0535, 0.0218, 0.3506, 0.5000, 1.0000, 0.0000, 0.0034
0.5780, 0.0545, 0.0221, 0.3523, 0.5000, 1.0000, 0.0000, 0.0039
0.5800, 0.0556, 0.0224, 0.3539, 0.5000, 1.0000, 0.0000, 0.0045
0.5820, 0.0566, 0.0227, 0.3555, 0.5000, 1.0000, 0.0000, 0.0050
0.5840, 0.0577, 0.0229, 0.3571, 0.5000, 1.0000, 0.0000, 0.0056
0.5860, 0.0588, 0.0232, 0.3588, 0.5000, 1.0000, 0.0000, 0.0061
0.5880, 0.0598, 0.0235, 0.3604, 0.5000, 1.0000, 0.0000, 0.0067
0.5900, 0.0609, 0.0239, 0.3620, 0.5000, 1.0000, 0.0000, 0.0072
0.5920, 0.0620, 0.0243, 0.3635, 0.5000, 1.0000, 0.0000, 0.0076
